word,synonym,antonym
سنگ,"[' جماد', 'حجر', 'صخره', 'لهنه  سنجه', 'وزنه  جسم رسوبی (در کلیه مثانه)  واحد جریان آب ( معیار', 'محک  سفت', 'سخت  انعطافناپذیر  بیرحم', 'قسی', 'صخره', 'حجر', 'جماد']","['سنگریزه سنگریزه', 'سنگینه', 'برد', 'تحجر', 'خار']"
ترک,"['آذری', 'ترکتبار', 'ترکنژاد', 'آذربایجانی', ' ثلمه', 'چاک', 'درز', 'رخنه', 'سوراخ', 'شکاف', 'فاق', 'منفذ  تروتازه', 'مرطوب  نوعیحلوا', ' رها', 'صرفنظر', 'واگذاری', 'واگذار', 'ول  دست کشیدن', 'هشتن  کلاهخود', 'مغفر  سوار پشت سر', 'درز', 'قاش', 'فروگذاری']","['وداعگفتن', 'متارکه کردن', 'متروک شدن']"
عیب,"[' آهو', 'صدمه', 'علت', 'فساد', 'منقصت', 'نقصان', 'نقص', 'نقیصه', 'وصمت  تقصیر', 'خرده', 'خطا  بدی', 'زشتی', 'شایبه', 'معرت  رسوایی', 'عار', 'نارسایی', 'زشتی', 'عار', 'نقیصه', 'آک', 'وصمت', 'رسوایی']",['طعن کردن']
هزار,"[' الف  بلبل', 'عندلیب', 'هزاردستان', 'بلبل', 'عندلیب', 'هزاردستان']","['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']"
جام,"[' پیاله', 'ساتکین', 'ساغر', 'صراحی', 'قدح', 'کاسه  شیشه', 'شرابدان', 'قدح', 'پیاله', 'ساتگین', 'صراحی', 'شیشه', 'کاسه', 'کاس']",['جور']
دام,"[' بند', 'تله', 'تور', 'جال', 'نژنگ  چهارپا', 'دواب', 'ستور ', 'تله']","[' دد', 'دد']"
پاک,"[' پاکیزه', 'تمیز', 'منزه', 'نزه', 'نظیف  زکی', 'مبرا', 'مقدس', 'مهذب', ' باعفاف', 'پاکدامن', 'عفیف', 'معصوم', 'نجیب  سترده', 'منقح  بیغش', 'خالص', 'سره', 'صاف', 'صافی', 'محض', 'ناب  طاهر', 'طهر', 'طیب', 'مطهر  بیعیب', 'منقا', 'نقی  بیآلایش', 'بیریا', 'صمیم', 'مخلص  زلال', 'صاف', 'صراح  ز …', 'صراح', 'منقا', 'شسته', 'معصومه']","['طاهر کردن', 'تمیز کردن']"
بینی,"[' پوز', 'خیشوم', 'دماغ', 'غنه ۲. مشام', 'دماغ']",nothing
ار,"[' اگر', 'چنانچه', 'گر', '۲. خواه', 'یا ۳. وقتیکه', 'هرگاه', 'اگر']",nothing
جو,"['آتمسفر', 'فضا', 'هوا', 'جوغ', 'یوغ', 'مالت', 'جیحون', 'غله', 'آبگذر', 'آبراهه', 'آبراه', 'مجرا']",nothing
مه,"['قمر', 'ماه ', ' ماغ', 'مزوا', 'میغ', 'نزم  بزرگتر ', 'ماغ', 'غیم', 'میغ']","[' خور', 'خورشید', ' که', 'کوچکتر']"
پرده,"[' پوشش', 'حجاب', 'ستر', 'غشا', 'غطاء  لایه  راه', 'گاه', 'مقام', 'نغمه', 'نوا  صحنه', 'نقش  تابلو  چادر', 'خرگاه', 'خیمه  اندرون', 'حرم', 'حرمسرا', 'غشاوه', 'غطاء', 'نغمه', 'مقام']",['ستر']
برون,"[' بیرون', 'خارج ']","[' درون  ظاهر', 'برونه ', 'بیرون', 'درون', 'خارج', 'مخبر', 'تو', 'خروج', 'اندرون', 'بیابانی', 'باطن']"
روان,"[' رقیق', 'سیال', 'مایع  جاری', 'ساری', 'متداول  جان', 'روح', 'نفس  سلیس', 'شیوا  راهی', 'روانه', 'عازم  لینت', 'نرمی ', 'سلیس', 'لین', 'شیوا', 'آبکی', 'رقیق']","[' جامد', 'سیلان', 'سیار', 'سیال', 'جایز']"
زمین,"[' ارض', 'اقلیم', 'بوم', 'سرزمین', 'مرزوبوم  حد', 'مرز  تراب', 'ثری', 'خاک', 'گل  بر', 'خشکی  ملک', 'املاک', 'بروبوم', 'ثری', 'مرزوبوم', 'تراب', 'خشکی', 'ملک']","['مغربزمین', 'سما', 'سنگلاخ', 'خور']"
گه,"['پلیدی', 'سرگین', 'فضله', 'مدفوع', 'نجاست', 'مدفوع', 'سرگین', 'پلیدی', 'نجاست']",nothing
گوید,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
معنی,"[' مفهوم', 'مدلول  مفاد', 'مضمون', 'لب  حقیقت', 'محتوا', 'باطن  هدف', 'مقصود', 'منظور', 'قصد', 'نیت  دلیل', 'سبب', 'انگیزه  مطلب', 'موضوع  مورد', 'باره  نکته', 'مفاد', 'معنا', 'مفهوم']","['لفظ', 'لغت', 'انتزاعی', 'صورت']"
باغ,"['بستان', 'بوستان', 'حدیقه', 'روضه', 'فردوس', 'گلستان', 'گلشن', 'لالهزار', 'ملک ', 'گلشن', 'لالهزار', 'املاک', 'گلستان', 'باغستان', 'حدیقه']","[' راغ', 'راغ', 'صحرا']"
خم,"[' انحنا', 'خمیدگی', 'قوس  کج', 'کجی', 'اعوجاج', 'مقوسگونه', 'ناراستی ', 'خمره', 'خنب', 'دن', 'خمب', 'خمره', 'شرابدان', 'مورب', 'مقوس', 'انحنا', 'خمیده', 'کج', 'قوس']","[' راستی  پیچ', 'تاب', 'شکن', 'شکنج  خن', 'خانه (زمستانی)']"
نان,"[' خبز', 'نغن  خوراک', 'طعام', 'غذا  رزق', 'روزی  معیشت']","['خبز', 'خوراک', 'طعام']"
گرد,"['پهلوان', 'تهمتن', 'دلیر', 'رشید', 'قهرمان', 'مبارز', 'یل', 'حلقه', 'دایره', 'دوار', 'گلوله', 'مدور', ' خاک', 'غبار  پودر  گردش', 'غبار', 'پودر', 'مستدیر', 'قهرمان', 'گرده', 'مدور', 'نیو']",['تجمع']
نیم,"[' نصفه', 'نصف', 'نیمه ۲. میان', 'وسط', 'نصفه', 'شقه', 'نصف', 'نیمه']",nothing
خواجه,"[' آغا', 'اخته', 'خصی', 'خواجهسرا', 'مقطوعالنسل  آقا', 'ارباب', 'بزرگ', 'سرور', 'صاحب', 'سید', 'مخدوم  بازرگان', 'تاجر', 'دولتمند', 'سوداگر', 'متمول ', 'خصی', 'اخته', 'سید', 'مخدوم', 'خداوندگار', 'مولا', 'ارباب']",[' خادم']
دولت,"[' اقبال', 'بخت', 'طالع  تمکن', 'تمول', 'ثروت', 'مکنت', 'هستی  حکومت', 'کابینه ', 'حکومت', 'اقبال', 'بخت', 'ثروت', 'هستی', 'طالع', 'تمکن']","[' نکبت', 'ملت', 'خدمتگزار خدمتگزار']"
کجاست,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
خورشید,"['آفتاب', 'خور', 'روز', 'شمس', 'شید', 'مهر', 'هور ', 'شید', 'خور', 'شمس', 'میترا', 'آفتاب', 'هور']","[' قمر', 'ماه', 'مه', 'خورشیدی', 'سها', 'سر بر زدن', 'ستاره']"
ماه,"[' برج', 'شهر  قمر  زیبا', 'قشنگ', 'جمیل', 'زیبارو  محبوب', 'معشوق', 'یار  دوستداشتنی', 'مطلوب  بیعیب و نقص', 'کامل  فصل', 'ابرص']","['ماهتاب ماهتاب', 'مه', 'بدر', 'شید', 'خور', 'میترا', 'خورشید', 'هور', 'محاق']"
خبر,"[' آگاهی', 'اطلاع', 'نبا  اخبار', 'شایعه', 'گزارش  قضیه', 'روایت  مسند ', 'نبا', 'راپرت']","[' مبتدا  نقل', 'حدیث', 'گفتار  محمول  دستنبشته', ' اتفاق', 'حادثه', 'رویداد', 'ماجرا  نشان', 'اثر', 'رد']"
خواهی,['تعویل'],nothing
وصل,"[' اتصال', 'الحاق', 'پیوند', 'ربط', 'متصل  وصال', 'وصلت ', 'موصول', 'وصال', 'الحاق', 'ربط']","[' فصل', 'هجر', 'هجر', 'فرقت', 'اتصال', 'ناگسسته', 'قطع کردن']"
وفا,"['ایفایعهد', 'پیمانپایی', 'دوستی', 'صمیمیت ', 'صمیمیت']",[' جفا']
نیک,"[' خوب', 'نکو', 'نیکو', 'هژیر  خوش', 'مطبوع  پسندیده', 'ستوده', 'مستحسن  زیبا', 'ظریف  تمام', 'کامل  بسیار', 'خیلی', 'زیاد', 'سخت ', 'سنیه', 'جید', 'مستحسن', 'نکو', 'نیکوکردار', 'حسن', 'بهی']","[' بد', 'ناپسند', 'حسنات', 'محامد', 'محمود', 'به']"
پنهان,"['باطن', 'پوشیده', 'خفا', 'خفی', 'غیب', 'قایم', 'کتم', 'محجب', 'مختفی', 'مخفی', 'مستتر', 'مستور', 'مضمر', 'مکتوم', 'مکنون', 'ناپیدا', 'نامرئی', 'نهان', 'نهفته', 'متواری ', 'مغیب', 'غایب', 'محجب', 'مضمر', 'ناهویدا', 'خفی', 'ضمار']","[' آشکار', 'علنی', 'مخفی کردن']"
ساقی,"[' ایاغچی', 'چمانی', 'شرابدار', 'قدحپیما', 'سبوکش', 'نوشگر ', 'چمانی', 'شربتدار', 'ایاغچی', 'آبدار']","[' میگسار', 'شرابخوار  محبوب', 'معشوق  پیر', 'مراد  خدا', 'بزمآرا']"
خشم,"['برآشفتگی', 'برافروختگی', 'تاو', 'تغیر', 'تندخویی', 'سخط', 'طیره', 'عصبانیت', 'عصبیت', 'غضب', 'غیظ', 'قهر ', 'خشمگینی', 'غیظ', 'عصبانیت', 'عصبیت', 'برافروختگی', 'برآشفتگی']","[' مهر', 'سخط', 'تغیر']"
چونکه,['چون'],nothing
شیرین,"[' شکرین', 'شهددار', 'گلوسوز  دلکش', 'نغز  نوشین ', 'حلو', 'سلسال', 'نوشین', 'دلکش', 'شکرین', 'چرب', 'مینو']","[' تلخ', 'حامض', 'مر', 'بامزه']"
عهد,"[' پیمان', 'شرط', 'قرار', 'میثاق ۲. قول', 'وعده ۳. وفا ۴. نذر ۵. ضمان ۶. اوقات', 'دور', 'دوره', 'روزگار', 'زمان', 'زمانه', 'عصر', 'فصل', 'گاه', 'موسم', 'وقت ۷. سوگند', 'قسم ۸. حفظ', 'نگهبانی', 'بیعت', 'شرط', 'نذر', 'ضمان', 'موسم']",nothing
خانه,"[' سرا', 'منزل', 'مسکن', 'دار', 'بیت  آپارتمان', 'کاشانه  اتاق', 'وثاق', 'حجره  چاردیواری', 'سرپناه  اقامتگاه', 'ساختمانمسکونی', 'ماوا  کلبه', 'سراچه  آلونک', 'کوخ  دولتسرا', 'قصر', 'کاخ  لانه', 'آشیانه  غار', 'سوراخ', 'کنام  بوم  میهن', 'اتاق', 'حله']",['بیتالاحزان']
کوه,"['بند', 'پشته', 'جبل', 'کتل', 'کوهستان', 'کوهه', 'گردنه', 'کوهستان', 'جبل', 'گردنه', 'کتل']",['مرتفع']
چنان,"[' مانند', 'مثل', 'شبیه', 'چون  مثل آن', 'مانند آن', 'شبیه آن ']","[' چنین  آنچنان', 'آنگونه', 'آنطور', 'آنسان ']"
خویشتن,"['خود', 'خویش ', 'خود', 'من']",[' غیر']
جمال,"['حسن', 'خوشگلی', 'زیبایی', 'صباحت', 'قشنگی', 'نیکویی', 'وجاهت ', 'خوبرویی خوبرویی', 'زیبایی', 'قشنگی', 'خوشگلی خوشگلی']","[' بدگلی', 'بدمنظری', 'نیکویی', 'صباحت', 'وجاهت', 'حسن', 'خوبی', 'بها']"
مهر,"[' تعشق', 'عاطفه', 'عشق', 'عطوفت', 'لطف', 'محبت', 'مودت', 'مهربانی ', ' توقیع  خاتم  داغ  پرده بکارت  قالب  کیسه زر مهمور  ضبط', 'صداق', 'طابع', 'طباع', 'کابین', 'کاوین', 'مهریه', 'مهرماه', 'ممهور', 'صداق', 'مهریه']","[' جور', 'قهر', 'کین  آفتاب', 'خور', 'خورشید', 'شمس', 'شید', 'میترا ', 'شید', 'محبت کردن']"
گیر,"[' بست', 'بند', 'قید  گرفتاری', 'عقده', 'محظور', 'گرفتاری']","['انسداد', 'خار']"
ت,"['خاستن', 'خلق']",nothing
بدی,"['زشتی', 'سیئه', 'شناعت', 'فساد', 'قباحت', 'قبح', 'معرت ', 'زشتی', 'سیئه', 'قبح', 'قباحت', 'شرارت']","[' خوبی', 'نیکی', 'حسنه', 'نیکی', 'نیکویی', 'شر', 'حسن', 'خوبی']"
عیان,"['آشکار', 'برملا', 'روشن', 'صریح', 'ظاهر', 'فاش', 'محسوس', 'معلوم ', 'صریح', 'محسوس', 'مکشوف', 'برملا', 'معلوم', 'ظاهر']","[' نهان', 'منجلی', 'مضمر', 'مکتوم کردن']"
برو,"[' کاری', 'زرنگ', 'چالاک ۲. بادپا ۳. سریع']",nothing
طمع,"[' آز', 'افزونطلبی', 'زیادهخواهی', 'حرص', 'شره', 'ولع  ناکسی', ' امید', 'چشمداشت', 'انتظار', 'توقع', 'بیوس', 'چشمداشت چشمداشت', 'آزمندی']","['حرص داشتن', 'شره', 'آزپیشگی', 'طماعی']"
رود,"[' جدول', 'جویبار', 'جوی', 'رودخانه', 'نهر  جگربند', 'جگرپاره', 'فرزند', 'کودک  ساز', 'جیحون', 'جوی', 'جویبار', 'رودخانه', 'شط', 'جگربند', 'نهر', 'کودک', 'فرزند']","['دریا', 'تالاب', 'وادی']"
الله,"['آفریدگار', 'ایزد', 'پروردگار', 'خدا', 'دادار', 'رب', 'یزدان', 'ایزد', 'یزدان', 'دادار', 'رب', 'آفریدگار', 'پروردگار', 'خدا', 'حق']",nothing
دیو,"['ابلیس', 'اهرمن', 'اهریمن', 'روحپلید', 'شیطان', 'عفریت ', 'ابلیس', 'شیزان', 'عفریت', 'خناس', 'اهریمن', 'شیطان']","[' فرشته', 'ملک', 'آدمی', 'آدمیزاد', 'فرشته', 'انسان', 'آدم']"
آدمی,"['آدمیت', 'آدمیزاد', 'انسان', 'بشر ', 'آدمیت', 'آدمیزاد', 'بشر', 'انسان', 'مردم']","[' دیو', 'شیزان', 'وحش', 'شخص', 'جانور', 'خلق']"
گویی,"['انگار', 'پنداری', 'شاید', 'ظاهراً', 'گوئیا', 'گویا', 'مثلاینکه', 'شاید', 'ظاهراً', 'انگار', 'گویا']",nothing
بست,"[' باغ', 'گلزار', 'میوهزار ۲. پشته', 'زمین ناهموار', 'گریوه ۳. محور سنگ آسیا ۴. گندم برشته', 'گندم بریان', ' بند', 'قید', 'چفت', 'سد ۲. مسدود ۳. عقده', 'گره', 'گیره', 'گیر ۴. تحصن ۵. تحصنگاه', 'بستگاه ۶. ششنخود تریاک', 'مسدود']",nothing
دان,['دانه'],nothing
بحر,"[' اقیانوس', 'دریا', 'یم ', 'قلزم', 'اقیانوس', 'دریا']","[' بر', 'خشکی', 'هامون  وزنشعر', 'خشکی', 'بر', 'ارض']"
خانۀ,"['بیتالاحزان', 'دولتسرا']",nothing
قوت,"['آذوقه', 'توشه', 'جیره', 'خواربار', 'خوراک', 'خوردنی', 'طعام', 'غذا', 'مائده', ' تاب', 'رمق', 'زور  تسلط', 'توان', 'شدت', 'قدرت', 'نیرو', 'وسع', 'غذا', 'آذوقه', 'تناوری', 'خواربار', 'رمق', 'خوراک', 'حول', 'زور', 'طعام']",['ضعف']
بلبل,"[' عندلیب', 'هزار', 'هزارآوا', 'هزاردستان', 'شبخوان', 'شباهنگ ', 'عندلیب', 'هزار', 'هزارآوا', 'هزاردستان']","[' زاغ', 'زغن  روان  پرحرف']"
یاران,"['رفقا', 'اجانب']",nothing
عجب,"[' تعجب', 'حیرت', 'شگفت', 'شگفتی  عجیب', 'تکبر', 'خودبینی', 'خودخواهی', 'غرور', 'نازش', 'شگفتی', 'خودپسندی', 'واه', 'شگفت', 'کبر', 'نخوت', 'ناموس']",['خوب']
شهر,"[' آبادی', 'بلد', 'دیار', 'شهرستان', 'کشور', 'مدینه', 'ملک', 'ناحیه', 'ولایت  برج', 'ماه', 'مدینه', 'دیار', 'شهرستان', 'کوره', 'حضر', 'کشور', 'ناحیه', 'آبادی', 'ولایت', 'ملک']","['برون شهری', 'بادیه', 'وادی']"
ذوق,"[' استعداد', 'قریحه  سلیقه', 'مشرب  حالوهوا', 'حال', 'دماغ', 'شور', 'شوق', 'مذاق', 'وجد  چشایی', 'چشیدن', 'قریحه', 'چشش', 'سلیقه', 'شوق', 'استعداد', 'وجد']",['چشایی']
کان,"[' کانسار', 'معدن ۲. سرچشمه', 'منشا', 'مرکز', 'کانسار']",nothing
مکر,"[' تزویر', 'تغابن', 'چاره', 'حقه', 'حیله', 'فسوس', 'محال', 'خدعه', 'خدیعت', 'دستان', 'دغا', 'شید', 'غدر', 'فریب', 'رنگ', 'زرق', 'ناموس', 'فسون', 'کید', 'نارو', 'نیرنگ  فریفتن', 'خدعه کردن', 'خدیعت', 'ریو', 'شید', 'شیلهپیله', 'حیلهگری', 'کید', 'نیرنج', 'دستان']",['محیلی']
لعل,['لال'],nothing
فلک,"['آسمان', 'چرخ', 'سپهر', 'طارم', 'عالم', 'فضا', 'گردون', 'سفینه', 'غراب', 'کشتی', 'ناو', 'عالم', 'آسمان', 'سپهر', 'فضا', 'طاق', 'چرخ']",['سما']
خار,"[' خاربن', 'خلنگ ', 'خسک', 'شوک', 'حطب', 'خلنگ', 'خاشاک']","[' گل', 'گلبن  خاشاک', 'خس', 'خسک  شوک', 'غاز  تیغ  سنگ خارا', 'خارا  گیر', 'گل', 'خاور']"
پا,"[' خطوه', 'رجل', 'شلنگ', 'قدم', 'گام', 'لنگ  همبازی  پایین', 'ته', 'دامن', 'ذیل', 'زیر  تاب', 'توان', 'طاقت', 'قدرت', 'قوت', 'یارا  اساس', 'اصل', 'بن', 'بیخ', 'پایه', 'خطوه', 'ران', 'شلنگ', 'قدم']","['رجل', 'ستیغ']"
رسول,"['ایلچی', 'پیامآور', 'پیغامبر', 'پیغمبر', 'پیک', 'سفیر', 'فرستاده', 'مرسل', 'نبی', 'وخشور', 'نبی', 'مبعوث', 'پیغامبر', 'پیغمبر', 'وخشور', 'سفیر', 'پیامآور', 'فرستاده', 'مرسل', 'ایلچی', 'پیک', 'صاحبخبر']",nothing
عکس,"[' پرتره', 'تصویر', 'تمثال', 'شمایل', 'نقش  خلاف', 'ضد', 'مخالف', 'نقیض', 'وارو', 'وارونه', 'پرتره', 'نقیض', 'تصویر', 'تمثال', 'وارونه', 'ضد', 'شمایل', 'واژگونه', 'نقش', 'خلاف']",['مخالف']
کش,"[' بیغوله', 'کنج', 'گوشه  بر', 'پهلو', 'سینه', 'کنار  آغوش', 'بغل  خوش', 'نیک', 'نیکو', 'مطبوع']",['جزر']
درویشان,['متصوفه'],nothing
پیر,"[' جاافتاده', 'سالخورده', 'سالدیده', 'سالمند', 'کهنسال', 'مسن', 'معمر  پاتال', 'فرتوت', 'ناتوان  ابدال', 'اوتاد', 'خضر', 'شیخ', 'قدیس', 'قطب', 'مراد', 'مرشد  پیشوا', 'قاید ', 'خضر', 'سالدیده سالدیده', 'سالمند', 'فرتوت', 'مرشد', 'معمر']","[' برنا', 'جوان  مرید', 'شاب', 'مراهق', 'جوان', 'نوجوان', 'حدث']"
